text,labels,language
你们爱烂逼么？ 爱就请也成为烂逼。 http,2.0,Chinese
尋找所有人的匿名問題！ 認為沒有任何問題！ 認為山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.0,Chinese
我还是离家远一点吧……好tm讨厌这个地方……,2.6,Chinese
林男隨後發文承認：「被抓到沒話說，我的確就是台北市政府的公務員」 公務員上班時間上網發文，跟警察值勤時間上酒店哈酒，差在哪裡？ 檢察官睡醒了嗎？瀆職案上門囉！,1.6,Chinese
@user @user @user 大家都可以想像到川普在演戲然後說要在波蘭、波羅的海或者黑海舉行軍演吧。而且大概會有更多頁岩油氣輸出,1.25,Chinese
@fangshimin 方老师影响力杠杠的👍,2.8,Chinese
@user 门槛高吗🤔,2.2,Chinese
如果一个人真的想见你，他会动用各种方式，翻遍全世界找到你。 http,1.8,Chinese
好痛苦三次元狗都不待 好喜歡盛望真的是我寶寶啊啊啊啊旺仔真的好喜歡你⋯⋯,3.0,Chinese
@user 可以说是完全免费又好用,2.6,Chinese
调教一个体育生薄肌奶狗，这才是正儿八经的薄肌体育生。 跪在卡卡球鞋下闻着黑袜臭脚 各种发骚最后被卡卡颜射 喜欢的帮转 完整🎬30min 主页wx获取💰 http,3.2,Chinese
男人說我的奶子真的好大 在我旁邊隨便都可以不小心碰到、回到((台語 真的是這樣嗎？😂 我認真覺得我的大小是普通 推特上餒餒比我大的多的是 #肉肉女 #肉肉女孩 #厚片女孩 #大乳暈 #大奶 #巨奶 #肥臀 #留言轉推按愛心 http,3.6,Chinese
@user 在公車上看這個好刺激(´▽｀),2.4,Chinese
新中国联邦创始人、世界摇滚巨星带给我们太多的惊喜，太神奇了！ http,1.8,Chinese
吉林省吉林市永吉县法轮功学员孙志文被绑架 2020年2月4日，永吉县法轮功学员孙志文在贴“疫情凶猛 真言保命”的不干胶时，被监控摄像头照到了，永吉县610头目张博带领几个警察，把孙志文绑架到城北派出所，并非法抄了家，抢走了全部大法书籍。孙志文不停的向警察们讲真相，当日晚回家。,1.0,Chinese
描述：诡计多端的0，假装睡觉，然后扫姿态勾引朋友，朋友玩他叉他，终于忍不住玩起来了，23分钟。 完整版见主页加QQ，彩虹成人用品加主页微信，会员群专享。 http,3.8,Chinese
妈妈带儿子出门，火车上儿子说妈妈我受不了了想想办法，妈妈把儿子带到火车的卫生间，脱下裤子让儿子的肉棒插进来，还在问儿子爽不爽，太疼爱自己的儿子了。#恋母 #乱伦 #母子 http,4.4,Chinese
@user 不买就是了，乱收费。,2.5,Chinese
@bbcchinese 真是狗是主人的翻版。太随你们的美国主子了。,2.0,Chinese
@user 早上還有嗎😂,1.25,Chinese
@user 身材不错,3.4,Chinese
出入我们公司所在大楼的人贫富差距应该蛮大的。有像我这样的普通员工，也有很有钱和地位的人。 我们一般人进电梯时，为防备被电梯门夹，就算不做挡门的姿势，也会让手自然垂在身侧、随机应变。然而极偶尔会碰见有人背着手挺着胸鞋尖朝上迈步进来的，看起来非富即贵，仿佛注定会有人帮他按住电梯门一样,2.0,Chinese
@user 真实，其实我蛮喜欢因情感的冲击而难过的，那样会让我觉得我活着，虽然那时候真的很想死,3.4,Chinese
@user 多吃點 小狐狸長大更可口,3.25,Chinese
"Children see, children do! 我們都是從模仿中學習的 但我們可以透過思考來決定 自己想要成為什麼樣的人 雲朵0104 http",1.25,Chinese
@user 情侣双方两个ntr😅,4.0,Chinese
上课的时候居然出现这个画面，就问你尴尬不尴尬！ http,2.2,Chinese
@user 是犯罪行為,2.0,Chinese
人為什麼要上班受罪,1.2,Chinese
@dw_chinese 德国屠杀近600万犹太人～ http,1.0,Chinese
《komorebi》 这是真·随便弹弹 http,2.25,Chinese
LINE 免費貼圖整理：19 款 LINE 貼圖，限時免費開放下載！ - 電腦王阿達 http,1.0,Chinese
最佳女友大赛 现在开始 http,2.6,Chinese
请战友们想想！当下什么是重要关注点！香港！王建案子！这才是CCP怕的！谁再给我发三峡大坝 大卫哥会不悦悦的！好吗！😈,1.4,Chinese
@user 摊上了这个大傻逼简直就是我们这一代支那人的福报😭,2.2,Chinese
@user 他敢这么说，那毒是他放的了,3.0,Chinese
@user 完全還原啦！跟本一模一樣,2.0,Chinese
一个不在意个人形象的人，内心一定丰富强大，得非常自信。小黄毛外观上有丘吉尔的撩乱，作派上有丘吉尔的遗风。英国人在选举这事上真的很老道，总能在关键时刻有个合适的人物来掌舵。真正的日不落帝国。 http,1.6,Chinese
@user 报名,1.2,Chinese
@user @dw_chinese 布林肯也就这点下三滥的招了😂,1.6,Chinese
@user @user 俄罗斯完了中国也就完了，这是一定的，但是以后中亚和北亚都会被买办变成北美印第安人化！只能等到美国衰弱后中俄直接冲突，那样两个帝国会一起倒下，之后才有中亚和北亚的机会,1.0,Chinese
变态肉便器女装ol（三） 张开双腿，在抽插下米米已经完全放弃抵抗，任由大鸡巴侵犯，认清自己肉便器身份的同时，屁穴已经被操开，爽到直接喷精... #伪娘 #肉便器 #女装 #变态 #鸡巴套子 #母狗 #femboy #男娘肉便器 http,3.6,Chinese
#偷拍直男 #勾引直男 #帅哥体育生 #篮球飞机 #帅哥粗口 #打飞机 🈶超帅超猛的阳刚🌟俊朗体育生种马哥哥在给你做俯卧撑喔，💕时间长，挺胯喷射🐍超多，喜欢来购～💰10 http,4.0,Chinese
@user 乾 看起來也太開心了吧😂😂,4.0,Chinese
消防员PTSD 您的手里是救过的人，您的下方不是没救到的人 是您自己。。 http,1.5,Chinese
小时候觉得能力是最重要的事，现在觉得很可笑。人人都能有的反而不值得珍重。,3.0,Chinese
每天用吃到飽手機電池都快陣亡 不想換手機,1.25,Chinese
尋找所有人的匿名問題！ 陳凱翔沒有任何問題！ 陳凱翔山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.5,Chinese
“慢慢相处 慢慢在一起 慢慢一起走 喜欢才不是随随便便就可以开始和结束的事情 ” #CutiePieFinalEP,2.0,Chinese
@bbcchinese 有什么办法能让俄罗斯自愿销毁些核弹呢，这国家穷得只剩核弹了，很可怕的，很容易引起世界末日。,1.0,Chinese
@user 這種卡曉，蒜了,1.8,Chinese
害死人的内閣.........就是垃圾選了位可當8年的總統............,1.5,Chinese
啊 不要 不要射在里面我男朋友会发现的 http,5.0,Chinese
@user @user 喷射战士，马车8，大乱斗，马里奥制造，各种肉鸽 这些都符合，虽然大概率是半个小时以后高血压关机子,1.6666666666666667,Chinese
@user 請買起來😭,2.4,Chinese
老师上课发现女学生在看小黄书，在办公室沦为老师的性奴 1 #男喘 #女性向 #剧情 http,4.0,Chinese
日本人是这样搬家的 太震撼了! 视频: 搬家虽说是一件非常琐碎而令人头痛的事情，但是日本搬家公司周到细致的服务，实在让人震撼! http,1.0,Chinese
@user 因为一个是直的一个是弯的呀，弯的阻力大,2.4,Chinese
@user @user 那只有唐僧适合你了😄,2.25,Chinese
@user 啊啊啊啊啊，刚看到你开Sps了，我还没下班，不能进😣😣😣,3.6,Chinese
#少妇 系列之一 第一视角后入 #蜜桃臀 小姐姐熟练运用 #美臀 有内味儿 http,4.6,Chinese
开博第一更，大尺度希望哥哥们喜欢，不希望爆火，只想过好生活挣一些生活费！#舞蹈生 #一字马 #芭蕾 http,2.8,Chinese
“我们拥有地图，拥有药物。 也拥有银色的酷派——尽管消音器的故障让得它显得很吵闹。 ……但我们没有时间，没有未来。 正因为心中明白这一切，我才更加感到悲哀。” ——《narcissu》,1.8,Chinese
@fangshimin 死都不怕，為什麼不幹掉幾個共匪？,1.8,Chinese
@user @user @iingwen 真得很可憐🥺 就不跟你說了、原來中國人裡面也很多討厭看不起你這種小粉紅、你卻不知道,2.2,Chinese
@user @user 国家乐不得这样呢😭,2.6,Chinese
@user 姐姐 私信不了啊,3.0,Chinese
NFT 对 GameFi 来说是一个优势也是一个负累。 #NFTs #GameFi,1.0,Chinese
@user 惊了,1.8,Chinese
@user 美国科罗拉多1000多户被烧，木房子遇火灭顶之灾，没买保险可怎办？ 请反贼多多爱国也爱国人,1.6,Chinese
我睡不着。我感觉好不安全。,3.0,Chinese
⛓️🔒⛓️女女们 乌克兰🇺🇦 世界和平🙏🙏🙏🙏🙏🙏🙏 转发视频： “她说：如果有一天我被“消失了”你们会为我发声吗？网友一致回答—会的.我们一定会为你发声！ 乌衣平安❤️🌹❤️🙏🙏 http,1.6,Chinese
@user @user @user 我删掉 yarn.lock 和 node_modules 好几次了，也没啥用。,2.75,Chinese
按照左派的策略 鸡国一个月之内必死无疑 还是那种彻彻底底，输个底朝天的 连昨日的昨日都要翻出来 嵌套的嵌套的嵌套，可以翻开看最初都是什么心 说真的，傻逼什么时候死，人家可以给它计算到哪一秒,1.6666666666666667,Chinese
@user 哈。每天都處男啊,3.2,Chinese
尋找所有人的匿名問題！ chang j.w沒有任何問題！ chang j.w山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.25,Chinese
@user 你的包裹追踪是怎么添加到谷歌的？教教我方法呗,2.2,Chinese
男女敏感带分布图 各位男士和女士学会了吗🍺 #绿帽 #绿主 #男根崇拜 #美女 #反差女孩 #淫荡 #刺激 #红杏 #迷人 #夫妻交換 #情侣写真 #真实 #红杏妻 #绿帽男友 http,3.8,Chinese
@user @user 那句「誰家的狗管好。」也能當讚美喔，厲害厲害,2.0,Chinese
@user @user 这个也吐 那是有喜了 😂😂,2.8,Chinese
@user 那帮人有病吧，这图咋了，敏感你麻痹，嘴里含着东西手有闲了？,3.2,Chinese
找到一条狗，潍坊宏景中医药学校，19,2.25,Chinese
@JoeBiden 习近平狗逼人家用芯片控制我，强加给我抑郁情绪，让我中午无法休息，狗逼人家不得好死！,1.6666666666666667,Chinese
@user 我也加速主义🥶,3.0,Chinese
@user 这是有奖问答嘛,1.6,Chinese
你是大西洋暖流，我是摩尔曼斯克港。因为你的到来我的世界成了不冻港 #KinnPorscheEP4 http,3.0,Chinese
@user 太强了，我之前戴过类似的尿道锁，但是因为疼，根本硬不起来，每次想硬的时候都会因为疼而软下来，你居然顶着晨勃,4.5,Chinese
可以踩下你的脸吗 http,1.75,Chinese
这3名美国男子23年入侵9个国家，杀害了数百万平民，没人称他们为战犯。 http,1.5,Chinese
@user @user 这都被发现了，牛牛的昂,1.6,Chinese
@user 辛苦了!!! 期待完全品 讓我們一起肝起來!,3.0,Chinese
@user @user 責任不在 我針 👍,1.75,Chinese
@user 200斤嫌疑极大，所有的领域没有不懂的，都可以指明方向。,2.5,Chinese
@user 洞真不错,1.6,Chinese
@user @user 「哪裡有什麼蒙古國，蒙古只是中華民國一個省」,1.4,Chinese
尋找所有人的匿名問題！ F S沒有任何問題！ F S山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.6,Chinese
@user 我很想要他的SSR嗚嗚嗚抽不到,2.8,Chinese
#拳交 #母畜 #贱逼 #骚逼 #母狗 #白虎 #虐逼 #调教 这只手比之前那个大吧，也都插进去了嗳，不过叫声逐渐凄惨，哈哈哈，阴道太短要不然胳膊也都进去了🤤 http,3.8,Chinese
@user @user 还果然是我葱省的传奇。,1.0,Chinese
@iingwen 别吹牛逼了，日增9w还是因为最大检测量只有9w，你在大陆找个村长都干的比你好,2.0,Chinese
@user 哈哈😄還好啦😅😅少喝一杯咖啡就有了😅😅,2.4,Chinese
#kimwooseok #김우석 #金宇硕 往年今日：160430 官推发布 给泰安带去美好的回忆，谢谢大家为我们打气，回家路上注意安全，下次见:) http,1.8,Chinese
#李旺阳# 聽說他一直想在政治上有所建樹，為此離開公民党另組建工黨，但在政治上一直沒有起色，看來這次是絕佳的機會。,1.0,Chinese
@user 太诱人了,3.0,Chinese
这两天妈妈天天上来跟我商量养殖事业。妈妈养了三年鸡，家里的土鸡蛋供不应求。爸爸说，妈妈喂得好，根本不赚钱。但妈妈很喜欢每天卖鸡蛋收点小钱的感觉。我把鹅养得很好，妈妈很开心。我这网上帮妈妈买她以前没有用过的养鸡食槽。妈妈很开心。以后我会跟妈妈一起，帮妈妈实现她想要的。,3.25,Chinese
@user 玩大冒險輸哦（踩,2.5,Chinese
當初那窩貓是母貓在工廠生的，一路誘捕帶走以後母貓越來越有警覺性，小屁可是跟在媽媽身邊最久的，大概到快三個月大才終於誘捕到。 聽說後來貓媽媽在工廠被堆高機壓死了,1.8,Chinese
在北京的报上你的位置 😌 姐妹双飞极致体验喔 http,3.2,Chinese
@user 舔什么舔，老公命都给你👅,3.2,Chinese
@user @user @user 当然可以,1.2,Chinese
@user @user @user @user 爱了爱了，捏捏,3.2,Chinese
@user @user 裸體翁翁蠻可愛的，可以考慮改名耶😜😜😜,3.75,Chinese
到了這個季節工作一整天脫下褲子後內褲屌包味道好濃喔😱😱,3.0,Chinese
到机场了，窗口关闭很多，自助值机也停了不少，南航柜台一个没开，好像要起飞前两小时才给办，刚来的时候还就我一人，眼见排队的越来越多。,2.0,Chinese
@user 中譯： 我们明天要做牛排和鸡蛋 明天做牛排和鸡蛋!如果你要和我一起做饭 我，你将需要: 1块肋眼牛排 1个洋葱 4瓣大蒜 5-6根大葱 2个鸡蛋 一茶匙咖啡粉 烟熏辣椒粉、碎辣椒粉 辣椒片 一些香菜 一些盐 一些橄榄油 一些黄油,2.0,Chinese
@user 前提是錢包要夠深（？,1.6,Chinese
尋找所有人的匿名問題！ NNB沒有任何問題！ NNB山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.6666666666666667,Chinese
看着自己取悦爹的视频，忍不住想舔自己的屁眼，含住自己的狗几把。 http,4.6,Chinese
@user 我覺得是要脫口罩 不是脫衣服 😂,3.2,Chinese
@user @user 每个地方也有好人和坏人，差别是比例多与少，这块古老大地以外，总的来说好人比坏人多，而澳洲人更是醇厚的人佔多数。,2.5,Chinese
@user 對與他的初戀愛情來說不一定會適應,4.0,Chinese
有没有妹妹可以满足一下哥哥的生理需求最好在19岁以下哦干啥都行🤤🐧:2291517079,4.4,Chinese
@user @user @user 被tg弄死的人还少啊？死的越多，领袖越伟大。,1.6,Chinese
情侣主视频，更多完整版在电报群 #情侣主 #家奴 #伺候做爱 #飞机杯 #吃套套 #舔结合处 #夫妻主 #女s #黑丝 #舔逼 #绿帽狗 #男奴 http,4.8,Chinese
@user 人固有一死，或轻于鸿毛，或重于泰山，用之所趋异也…,2.0,Chinese
@user Sp2 上班睡觉,1.25,Chinese
女男的教育方式差别对待：（儿童篇） 当男童已经在互相拉帮结派，到处探险和胡闹撒野，小女孩却被关在家里，听着外面的世界充满坏人的故事。 尽管家庭是现存最危险的地方，但家长以保护之名让女童保持封闭的状态。大人教她对外面的世界产生恐惧和不信任，却从不说清楚其中的原因。,1.0,Chinese
@user @user @user @user 🤣🤣🤣還是我拍照把自己拍矮了,2.8,Chinese
体育生只要被操了，就会天天想要男人，我家狗子也一样！ http,2.0,Chinese
想忘掉一個你愛的人， 就像試圖去想起一個你從未見過的人一樣難 你也這麼覺得嗎?🤔 http #JVID #JKF #巨乳 #捧著 #太重 #引力 #性感 #長腿 http,3.8,Chinese
@user 干嘛的,1.5,Chinese
卫生间偷拍超级帅的小帅哥打飞机，下面很大，射了很多，想看更多完整版资源加微信15391130112，98元加入会员看更多。 http,4.0,Chinese
@user 還有你會玩吃雞 福音,3.0,Chinese
幻咪調查券什麼神奇東西 好欸,2.0,Chinese
美国为啥打南斯拉夫大使馆？赔偿的钱哪去了？（一） #南斯拉夫战争 #美国政府 #江泽民 #京西宾馆 #2400万美元 #100万人民币 http,1.6,Chinese
@user 多了帽子跟抽繩 應該 是 這樣 吧,1.8,Chinese
算了一下，卧床不起式的生活，维持生命一天二两牛肉够了，只是需要尽量避免翻身，消耗太大。 http,1.5,Chinese
@user 月老人會很多嗎？,3.0,Chinese
@user 先把核查的人蓝金黄🤣🤣🤣,1.6666666666666667,Chinese
本人190有腹肌18cm，我学员184有腹肌，16cm都很帅，游戏有一起玩的吗，只限单女，带你你闺蜜也可以。#多人运动 http,4.25,Chinese
泪目，他们还能再次相见，我们在未来是否还能见到一些我们认为再也见不到的人呢？ http,2.75,Chinese
@user 嗯嗯，還是要做好防護措施，要不然這個姿勢真的蠻危險的。😅,2.6,Chinese
@user 我超級不希望出現飯圈的粉絲素質上升偶像的現象⋯⋯⋯⋯,2.5,Chinese
本周日（4月24日），#马克龙 和 #勒庞 将在第二轮选举中对决。根据民意调查结果，馬克洪目前的支持率为55%至56.5%，比5年前减少约10个百分点。 #你觉得谁将胜出,1.2,Chinese
除了精神病院，又多了一个把人搞进去的好去处。 http,1.6,Chinese
@user 大小国一律平等，这就是最大的不平等。中共智障言论，和美国的要自由民主，不要主权不要公正一样。,1.2,Chinese
情侣互动开直播 大🐔8插着女友的B猛干 镜头前不停的换姿势到位 有完整版 http,3.4,Chinese
《善良小姨子》 part3:而迷途知返的妻子，知道亏欠丈夫，于是和自己妹妹说好，让男主从此过上了左拥右抱的生活.... 完整版点击视频里的链接 http,3.75,Chinese
@user @user 这样吗，，，学习了,1.25,Chinese
@user 我覺得你身材越來越好欸 從以前看你到現在,3.25,Chinese
#线下 #郑州 #河南 好爽哦，转推继续抽 http,2.4,Chinese
人形犬是世界上最卑微的动物，披着人皮的畜牲，不配拥有尊严！只有给主人上贡才能提现出自身的一丁点价值！#ATM奴 #工资奴 #无脑贡 #账单奴 #SM #母狗 #公狗 #脑残 双11要到了。有没有贱狗孝敬主人的？👞 http,1.0,Chinese
@user 还在么,2.6,Chinese
@user 礼义廉，无耻，哈哈哈哈,2.0,Chinese
蔡總統： 「我相信，《時代革命》是每一位台灣人，都該來看的紀錄片；這也是所有關心香港前途、民主發展的人，都應該來看的紀錄片。」 http http,1.0,Chinese
@user 怎么能这样！,3.333333333333333,Chinese
@user @user 厲…… 害了我的國,3.2,Chinese
@user 讓我來給妳激情,3.4,Chinese
周末终于结束了，我的周末开始了,3.0,Chinese
无聊的一批，来个妹妹聊天啊,2.8,Chinese
如果一切太顺利的话 那就太点单了,1.75,Chinese
🌰第一次被要求露出，心里挺害怕的，一直在跟我撒娇。#露出 #反差学生 #反差婊 #反差萝莉 #高中生骚狗 #性奴 #性奴开发 #高中生学妹 #露出散歩 #露出癖 #露出任務 http,3.8,Chinese
215 我把相片拿来了，你看看。,2.75,Chinese
@user 辦大案子模式（ 目前還是用手機玩，我覺得就休閒抽卡惹（躺,1.75,Chinese
@user 好帅喜欢,3.2,Chinese
@user 川普總統 這是中國網軍 在台灣臉書 企圖以不實言論 誤導 台灣人對美國的信心 這只是 其中一個例子 還有很多中國網軍 在做此行為 http,1.0,Chinese
@user 报名需要拍照吗,2.0,Chinese
@user 偷拍還批圖真的是很變態,2.2,Chinese
帅气中年大叔，穿着工作服，被人妖口射深圳福田某位执勤大叔，挺帅的，但是灯光有点暗，可以看到大叔表情还有声音，光表情和声音，估计都会有人喜欢的 http,3.4,Chinese
@user 刀哥，虎哥，你让我陷入疯狂。,2.6,Chinese
@user @user 哈哈哈哈哈哈哈哈哈哈哈笑死,1.8,Chinese
@user @ChineseWSJ 你这话敢不敢去和阿富汗叙利亚伊拉克人说,1.5,Chinese
当你为俄罗斯侵占乌克兰而分散注意力的时候，英国政府发表了一份报告，指出英国现在每十人因中共病毒而去世的人中，有9人已经完全接种毒苗。说好的防重症防死亡呢？ http,1.6,Chinese
@user 在幹嘛寶😍👊,3.6,Chinese
我们戏称sk为见面会cp，广告cp，是无奈之举，而不是意味着我们愿意接受，希望你们知道尊重是相互的 #OnlyForKristSingto #GMMTV @GMMTV @user http,2.6666666666666665,Chinese
@user 啊 你出来了！！你想做就去做吧,3.0,Chinese
轉噗 拾柒: 李政瀚：音樂歸音樂，政治歸政治，這是很沒邏輯的話。音樂絕對是社會的縮影，很多創作跟社會息息相關，社會跟政治也是連在一起的。葛萊美獎自己都願意讓烏克蘭總統直播演講，代表他們很清楚，音樂的本質跟社會是連在一起的... http,1.25,Chinese
不過蠻搞笑的一件事情就是，現在我的首頁日英簡繁大混雜，導致語言系統有一點混亂,1.2,Chinese
@user 发,1.8,Chinese
@10DowningStreet @ParalympicsGB 伙计，中国网友非常想给你捐款理个发。,2.4,Chinese
劇場版了解,1.0,Chinese
北約確認將於1月12日與俄羅斯舉行安全會議 http,1.0,Chinese
一定要把老百姓放在心上，真正为他们办实事！两会下团组，习近平总书记的话里总是有对人民最深的关切！ http,1.6,Chinese
@user 别忘了，还有很多被你搞过的西装男。,4.4,Chinese
@user 我还真的去看了二舅视频，中共无非想暗示：1，打疫苗致残，要自己克服，不要找国家麻烦！2，自生自灭还要品出幸福感！3，百姓都打了三针了吧，品出幸福感了吗？没有共产党，就没有你们的满足感！人类最大的公敌-中共！,1.2,Chinese
請問我的C奶可以換到幾公分的屌？ #以物易物的概念 #互助互惠😆 #週末狂歡夜 http,3.6,Chinese
我看很多人在转发比利时Ferrero的儿童巧克力产品，兴高采烈！记住！这个是4月10日的消息，早于比利时总理去波兰，请大家谨慎把这2个信息关联在一起！切记切记! http,1.0,Chinese
@user 最大的问题：信息不对等,1.5,Chinese
所以說昨天崔爸有去欸 他看到椅子那段不知道有何感想🤪🥴,3.2,Chinese
@user 早安，挨冻排队中,2.4,Chinese
@user 原來如此🤭,2.25,Chinese
@user 热钱流进美国那边，正常，中国的钱也分，部分是热钱，大部分是冷钱（储蓄第一大国），想流进美国也不是那么容易吧，除非有脸面，借贷（必须还贷）出去投资逐利，个人浅薄的观点。😅,2.0,Chinese
上帝之所以创造指纹，是因为他想让人们知道：其实，每个人都有伤痕。,1.75,Chinese
@user 不管你是什么面目，反正都是外来赚我便宜的“敌人”。不是贪图自己的好处，干什么跑过来。反正，马克思希望西方工人阶级没过来，来的都是资本家和想发达的企业家。,2.0,Chinese
天天好可愛😆,3.0,Chinese
@user @user 你是不是搞錯黨了？台灣舔共黨就是中國國民黨,2.0,Chinese
@user 真想跟你在公司一起來,3.0,Chinese
@user 确实又有一点，但是ERROR的话，还好要适应,3.0,Chinese
惨无人道！光头保安队长一天内被两个壮汉侵犯 （这个光头熊0有6部合集，喜欢的戳我头像，加签名里的联系方式） http,4.2,Chinese
@user 中华人民共和国才几十年，哪来的脸说有五千年历史。,1.5,Chinese
@user 哈哈哈哈哈哈，世界的尽头是核酸 😁😁😁,3.2,Chinese
@user 实不相瞒再往下一点拍一点 我就对着冲出来了,2.2,Chinese
@PDChinese 杂种 怎么还不死,2.2,Chinese
關於前兩天的奧斯卡巴掌事件，我認為威爾史密斯亦有過錯。在頒獎典禮上他是屬於身份位階較高的一方，如果他上台嚴肅要求克里斯洛克道歉，洛克能不照做嗎？在此情況下行使暴力就是濫用身份優勢。 然後我個人想像的理想應對方式，是潔達史密斯自己上台要求克里斯洛克道歉，威爾史密斯站在她身後展現支持,1.4,Chinese
精神状态不好的时候 脑子也不太好使 甚至心情越不好笑得越多 想起回初中看老师的时候 初二的学妹问我 “姐姐你怎么在假笑呀？” 唯一一次伪装被拆穿,3.5,Chinese
@user 剪一下吧！ 也比較好整理,2.4,Chinese
@user 说的对,2.0,Chinese
@user 她就不怕老逼登拉她一脸....奇怪我为什么要说一脸...,2.0,Chinese
【東航回應“壓縮維修成本”：不降反增】近期網絡傳言東方航空存在壓縮維修成本的情況，東航宣傳部部長劉曉東24日下午回應，即使在疫情期間，航班量減少，東航為確保安全，維修成本不但沒有降低，反而有所增加。 http,1.0,Chinese
@user @user 啊？推迟了吗？请问有具体的时间吗？,2.0,Chinese
@user @user 不仅🐔巴大，🥚也是够大的，凶猛绿主啊👍,4.2,Chinese
@user @user 规则，规则最重要，不然不管你咋惩罚这些人，下次再来一模一样。 比方说地方政府的“掩盖”，那是中国的法律造成的，如果法律不变，下次还是这样的玩。,1.0,Chinese
@user 小姐姐约吗,4.2,Chinese
@user 胸才是重點,3.4,Chinese
@user @user @user 你換個實力強的出來，你這雜稅太丟人了，窮逼一只,1.6,Chinese
@user 另外两个的推特多少啊,1.5,Chinese
任何事情都是意犹未尽时最好 #湖州 #湖州约炮 #湖州学生 http,2.8,Chinese
把整张披萨塞进嘴里了 擦去嘴角的残渣的时刻才意识到自己在干什么,2.2,Chinese
请优先考虑那些优先考虑你的人 不想处太累的关系 下一个万粉福利想看我拍什么？ http,2.5,Chinese
@user @user 经典苏联笑话：撒传单。撒了几张白纸，被捕，争辩说，只是白纸，凭什么抓我？警察嘿嘿一笑，你以为我们不知道你想写什么？,1.0,Chinese
网黄1s大鸟攻狂草高中生弟弟系列、喜欢看弟弟们的不要错过。都是好看的弟弟。需要的加我主页Q。欢迎咨询👏 #22部 http,3.0,Chinese
下午運動完 又見四腳獸 🙈🙈🙈🙈🙈 在床上難道沒有比較好嗎🤔🤔 http,2.0,Chinese
@user 很好懂😂,1.6,Chinese
有台灣北部的母狗嗎 #射屏 #合照 #約砲 #做愛.,3.8,Chinese
满足你的各种想法，解锁各种体位姿势（同城约 线下兼职 情趣 调教） http,2.0,Chinese
@user 應該不是牆強🙃,1.3333333333333333,Chinese
@user @user 几乎所有国产手机都可以看的吧，包括华为,1.0,Chinese
@user 不能让飞行员最后那几句飞机故障暴露出来，黑匣子很重要，绝对不能让其被找到,2.0,Chinese
@lolesports @user sgb赢得了掌声 rng赢了比赛 有些狗高潮了半天还是被打脸了 哈哈哈,3.0,Chinese
@user 哆哆嗦嗦过大年 小心翼翼说谎话 郭文贵的日子是一天不如一天 了,1.8,Chinese
AT&amp;T和Verizon表示，它们已同意将其新5G服务的启动时间推迟两周。此前，这两家公司曾拒绝美国联邦交通部门官员提出的推迟要求，现在改弦更张。 http,1.2,Chinese
打桩教学（下） 爱上我， 还是爱被我上？ 打桩知道么 不用点头 我知你也乐在其中 @user #主人 #调教 #17cm #母狗 #摄影 http,2.2,Chinese
@user 甜美氣質與身材兼具，希望有機會認識你們 😘,3.8,Chinese
@fangshimin 這國很跩也很傻，你又不是交戰的一方，愣是限制民間表達不同的聲音，到頭來只能得到與俄爹殉葬的結局。,1.6,Chinese
@user @user @user 确实可恨，但也不能说所有中国人都不正常吧,2.8,Chinese
今天起个早，在等一个诚心的把人家带走，爱怎么样可以 💐((🌺⥎🌺))🌹 #东莞,3.5,Chinese
"❤️哲学问题♥ 其它男人的大鸡巴是用来征服女人的 你的小鸡巴能用来干什么呢？ 不会是.... 🌟进同好Q群步骤： +QQ❶❼❾❽❼❾❼❺❼获取19.9圆附款码 然后进群：来聊天,搞黄色,约炮吧🌟 http",4.8,Chinese
@user 啊这，我误会了，不好意思😇,3.4,Chinese
@user 想嚐試，……,2.4,Chinese
@user 你每次拍都会跟摄影师啪吗,3.0,Chinese
#斗M #中部 #約炮 #未滿18 但是沒犯法 轉推起來各位讓更多人認識我 更多人來幹我 http,3.25,Chinese
青岛确诊与已知病例基因库均不同源（这消息有意思了，既可以把黄岛港管控起来，又声明基因测序发现新的病毒，一箭双雕呀。） http,1.2,Chinese
烏克蘭曾是世界第三大核武國家！應美要求放棄核彈，卻等不到軍援…他嘆：從棋子變棄子https://t.co/dG2CHDKLor,1.0,Chinese
@user 离开的话，能互相理解的朋友又会变少了，即使不被外人理解，互相包容的话也能有一点微不足道又十分重要的容身之所吧,1.75,Chinese
@user 不是有那句话嘛，主要看气质。,1.8,Chinese
#重庆 #发骚日记 想和你一起，在地毯上疯狂doi…… http,4.2,Chinese
@user 你竟然搖了,1.6,Chinese
@user 搭訕噁男軍團中山真的大本營,1.2,Chinese
會報案三 有感於科技日新月異的關係請公司考慮向外國引進新式的各種科技以強化未來公司的作品片效果也許會讓公司覺得沒必要現在就引進但是相較於外國我們華人成人事業實力略微不足所以非得引進不可請再三考慮此會報案謝謝,1.0,Chinese
@user 推特為什麼不能按哈 我這幾天看起來超像歷史&amp;政治仔 我最近在讀明治維新跟日本時事 這幾天會讀這兩個 其餘就準備自我介紹+把系網上的影片看完,1.0,Chinese
